wsi_oid,wds_id,wds_dd,wds_comp,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2,wds_mag1,wds_mag2,wds_pm1_ra,wds_pm1_dec,wds_pm2_ra,wds_pm2_dec,wds_notes,epoch_prop_flag,wds_pm1,wds_pm2,wds_ra1,wds_dec1,wds_ra2,wds_dec2,gaia_designation1,gaia_source_id1,gaia_ra1,gaia_dec1,gaia_parallax1,gaia_pmra1,gaia_pmdec1,gaia_pm1,gaia_phot_g_mean_mag1,gaia_phot_bp_mean_mag1,gaia_phot_rp_mean_mag1,gaia_has_xp_continuous1,gaia_ruwe1,gaia_phot_variable_flag1,gaia_non_single_star1,gaia_flag1,gaia_designation2,gaia_source_id2,gaia_ra2,gaia_dec2,gaia_parallax2,gaia_pmra2,gaia_pmdec2,gaia_pm2,gaia_phot_g_mean_mag2,gaia_phot_bp_mean_mag2,gaia_phot_rp_mean_mag2,gaia_has_xp_continuous2,gaia_ruwe2,gaia_phot_variable_flag2,gaia_non_single_star2,gaia_flag2,xm_chk1,xm_chk2,gaia_sep,gaia_br_diff1,gaia_br_diff2,syn1,syn2,syn_dm
1,18124-0718,"A    36A,BC","A,BC",2020.5356,y,71.1704,0.0264,38.95,0.02,5.5,0.0,*,1,1,Gaia DR3 4160558188577118848,,.,$,7.78,11.03,-22.0,-50.0,-13.0,8.0,,.,54.62600113499065,15.264337522473747,273.09998475715537,-7.2971944444303105,273.112554101858,-7.281561812631877,Gaia DR3 4160558188577118848,4160558188577118848,273.1000021445478,-7.297210008844486,12.612096795258209,-22.16814737921553,-51.42137843394456,55.996292,7.6010613,7.863144,7.1690984,True,0.973082,NOT_AVAILABLE,0,.,Gaia DR3 4160559700381851520,4.1605597003818516e+18,273.1126266511471,-7.281848767464517,5.87419570507988,-9.536652759028833,-0.3084780284368014,9.54164,11.485186,11.538608,10.5198,False,1.3153316,NOT_AVAILABLE,0.0,:,True,False,71.34724215471877,0.6940455999999999,1.018808,7.7249079745404,,
2,05192-0304,A    53AB,AB,2022.0851,y,1.683,0.0164,294.29,0.58,3.4,0.0236,*,3,1,Gaia DR3 3213958769587525888,Gaia DR3 3213958769589070848,.,.,7.97,11.4,700.0,138.0,653.0,99.0,NT,.,713.4731950115576,660.4619595404416,79.80586559170534,-3.073192217696913,79.80522967346099,-3.073173242936454,Gaia DR3 3213958769587525888,3213958769587525888,79.80586741563162,-3.07320375008595,63.64345779109681,699.9096105469612,137.82430941282388,713.3505,7.4928217,8.024881,6.745429,True,0.9689201,NOT_AVAILABLE,0,!,Gaia DR3 3213958769589070848,3.213958769589071e+18,79.80552237243057,-3.0729572118890207,,,,,10.098277,,,False,,NOT_AVAILABLE,0.0,.,True,True,1.5252012137502255,1.279452000000001,,7.787468618784352,,
3,06486-0405,A    58AB,AB,2021.1702,y,5.0778,0.0023,161.43,0.03,1.3,0.0,*,1,1,Gaia DR3 3102372804823185920,Gaia DR3 3102372804823186176,.,.,7.37,8.66,-49.0,-81.0,-49.0,-81.0,L,.,94.66784036831092,94.66784036831092,102.14886500330232,-4.076082222187141,102.14931533466314,-4.077419284783665,Gaia DR3 3102372804823185920,3102372804823185920,102.14876131893486,-4.076265003018306,20.65895455604872,-48.90273373912791,-81.07399858706232,94.680885,7.1928306,7.437049,6.7857065,False,0.9931755,NOT_AVAILABLE,0,.,Gaia DR3 3102372804823186176,3.1023728048231864e+18,102.14921542450104,-4.077592962969475,20.6725248686906,-54.60900930705114,-90.60734575802115,105.791466,8.301079,8.610408,7.812938,False,1.1306361,NOT_AVAILABLE,0.0,.,True,True,5.051105562107266,0.6513425000000002,0.7974699999999997,,,
4,05424+1259,A   116,AB,2022.1066,y,1.6954,0.0136,291.63,0.46,3.2,0.0,:,1,1,,,$,$,8.93,12.4,-8.0,-7.0,-8.0,-7.0,,!,10.63014581273465,10.63014581273465,85.59392184576572,12.977913333331276,85.59347258761181,12.978086928404808,Gaia DR3 3340534342021498112,3340534342021498112,85.59396790014208,12.97792961544586,1.916879392699076,-4.122910994649931,-6.1402133790630735,7.3959866,8.867665,8.999536,8.580257,True,1.837038,NOT_AVAILABLE,0,!,Gaia DR3 3340534342018616064,3.3405343420186163e+18,85.5935396639988,12.978089699550988,1.9717984466519112,-4.578268331751258,-7.247548297739595,8.572485,11.511905,,,False,1.7318923,NOT_AVAILABLE,0.0,.,False,False,1.6090190151353727,0.4192790000000013,,8.928102639129534,,
5,14220+5107,A   148,AB,2021.3103,y,0.4848,0.0005,191.04,0.06,0.5,0.0,,1,1,Gaia DR3 1604722141111356288,,.,$,8.32,8.96,17.0,45.0,17.0,45.0,,.,48.104053883222775,48.104053883222775,215.50512034813383,51.11139444437957,215.5050792720209,51.1112622698828,Gaia DR3 1604722141111356288,1604722141111356288,215.5051453662549,51.11153035369859,,,,,8.392113,7.9219327,7.356852,True,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,0.5650807000000002,,7.811444087284975,,
7,19273+2040,A   159AB,AB,2020.5765,y,0.7942,0.0,336.37,0.0,2.8,0.0,,1,1,Gaia DR3 2017928059787352320,Gaia DR3 2017928059758426240,.,.,8.5,10.43,2.0,-13.0,4.0,-6.0,,.,13.152946437965904,7.211102550927978,291.83688450036874,20.66883111111175,291.836799490276,20.669064335723093,Gaia DR3 2017928059787352320,2017928059787352320,291.8368985776909,20.66884553346917,2.092001815579174,2.076943372958452,-6.533890085065125,6.8560495,8.31818,8.372095,7.917895,True,3.2497795,NOT_AVAILABLE,0,!,Gaia DR3 2017928059758426240,2.017928059758426e+18,291.8367903364563,20.669058530893725,2.5256443657569005,3.587163970803969,-5.379154694609694,6.465528,10.730407,,,False,5.875136,NOT_AVAILABLE,0.0,!,True,True,0.8490536751387289,0.45420000000000016,,8.365768032306192,,
8,02172+3729,A   206AB,AB,2021.8467,y,0.3262,0.0039,152.54,0.68,2.0,0.0,:,1,1,Gaia DR3 331280246407595264,,.,$,9.23,10.8,23.0,-25.0,23.0,-25.0,,!,33.97057550292606,33.97057550292606,34.299712152778866,37.48327777770957,34.29976480773759,37.4831973754708,Gaia DR3 331280246407595264,331280246407595264,34.29973361963441,37.48327253286857,8.540002985111538,20.228166177480457,-21.05599176158039,29.198175,9.2483225,9.248994,8.566095,False,9.065259,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,0.682898999999999,,,,
9,02584-0135,A   208AB,AB,2022.0298,y,0.5132,0.0031,305.22,1.63,0.8,0.2722,:,2,1,,,$,$,9.26,10.07,14.0,13.0,14.0,13.0,N,.,19.1049731745428,19.1049731745428,44.59977057924534,-1.5808311111110742,44.59965407504897,-1.5807488968215708,Gaia DR3 5187688381757000064,5187688381757000064,44.59980828312963,-1.5808604978645522,,,,,8.951077,8.922543,8.265147,False,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,False,False,,0.6573959999999985,,,,
10,09260+2839,A   222,AB,2022.1999,y,0.3852,0.0011,359.76,0.33,0.7,0.1087,:,3,1,Gaia DR3 695443342248789504,,.,$,9.13,9.41,-82.0,-81.0,-82.0,-81.0,NO,!,115.26057435220424,115.26057435220424,141.50929304252787,28.650056666039,141.509292531371,28.650163665100287,Gaia DR3 695443342248789504,695443342248789504,141.5091445263721,28.649905031472656,,,,,8.993193,8.523799,7.887401,True,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,0.6363980000000007,,8.401990353619873,,
11,01343-0827,A   314,AB,2021.8838,y,0.4686,0.0072,2.38,0.86,1.5,0.1,q,6,2,Gaia DR3 2477163177273324544,,.,$,8.8,9.1,-13.0,-59.0,-13.0,-59.0,NO,!,60.41522986797286,60.41522986797286,23.58085825360948,-8.457845555547156,23.580863718474507,-8.457715501163964,Gaia DR3 2477163177273324544,2477163177273324544,23.58078418630561,-8.458095834467521,,,,,8.285848,8.195335,7.536611,True,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,0.6587240000000003,,8.179208407555485,,
12,07237-0528,A   333,AB,2022.1261,y,0.809,0.0086,334.47,1.03,2.4,0.008,:,2,1,,,$,$,8.4,10.8,8.0,9.0,8.0,9.0,,!,12.041594578792296,12.041594578792296,110.9207857179327,-5.465404444444009,110.920688424039,-5.465201664148912,Gaia DR3 3058586781474760064,3058586781474760064,110.92075310435578,-5.4654060715526365,3.998187259767735,-0.1140230409468635,11.426667898368828,11.427237,8.358823,8.271927,8.165424,True,1.2848108,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,False,False,,0.10650300000000001,,8.342809999015408,,
13,19594+3206,A   378,AB,2021.5704,y,0.9232,0.0006,291.4,0.04,0.9,0.0,,1,1,Gaia DR3 2033994119367185920,Gaia DR3 2033994123709274624,.,.,8.48,8.98,2.0,-13.0,2.0,-13.0,O,.,13.152946437965904,13.152946437965904,299.84176049393244,32.10772000000047,299.84147861636944,32.107813570312544,Gaia DR3 2033994119367185920,2033994119367185920,299.8418812703015,32.10766895438463,6.4962831049428855,1.801406919885197,-13.01432697514162,13.138409,8.132077,8.077534,7.15146,True,1.2249675,NOT_AVAILABLE,0,!,Gaia DR3 2033994123709274624,2.0339941237092746e+18,299.8416017364159,32.1077663614032,6.4576834833707775,-0.3666849389114524,-14.432995231214043,14.437653,8.846663,8.119778,7.2038383,False,1.0777781,NOT_AVAILABLE,0.0,.,True,True,0.9217163644578616,0.9260739999999998,0.9159397,8.294030406153148,,
14,20080+4204,A   383,AB,2021.8053,y,0.2833,0.0344,2.33,9.56,0.1,0.1474,:,3,1,,,$,$,10.37,10.43,-6.0,-4.0,-6.0,-4.0,O,.,7.211102550927978,7.211102550927978,302.0018390820507,42.06092666666135,302.0018433912506,42.06100529604469,Gaia DR3 2074817787830234624,2074817787830234624,302.0018794724079,42.060971559441256,,,,,10.202112,9.764676,9.201806,True,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,False,False,,0.5628700000000002,,9.597390854998253,,
15,23561+2520,A   426,AB,2021.7456,y,0.3608,0.0077,282.89,0.58,0.4,0.0694,:,3,1,Gaia DR3 2851814170936555776,,.,$,9.26,9.92,79.0,59.0,79.0,59.0,NO,!,98.60020283954796,98.60020283954796,359.0320968263915,25.340928888375345,359.0319887285157,25.340951245907696,Gaia DR3 2851814170936555776,2851814170936555776,359.0323158257754,25.3410880676381,,,,,8.990467,8.812463,8.113077,True,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,0.6993859999999987,,8.68808838028093,,
16,23561+2520,A   426,AB,2021.8758,y,0.3273,0.0239,279.82,1.15,0.3,0.3771,:,7,3,Gaia DR3 2851814170936555776,,.,$,9.26,9.92,79.0,59.0,79.0,59.0,NO,!,98.60020283954796,98.60020283954796,359.0320968263915,25.340928888375345,359.0319977041936,25.340944394494336,Gaia DR3 2851814170936555776,2851814170936555776,359.0323158257754,25.3410880676381,,,,,8.990467,8.812463,8.113077,True,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,0.6993859999999987,,8.68808838028093,,
17,00039+2759,A   429AB,AB,2020.8815,y,0.5332,0.0253,326.52,1.42,1.3,0.0731,:,2,1,,,$,$,9.3,9.43,14.0,-1.0,14.0,-1.0,,.,14.0356688476182,14.0356688476182,0.9723204582570726,27.98046777775989,0.9722279384894968,27.9805913140125,Gaia DR3 2854107442954122624,2854107442954122624,0.9723284600425778,27.980425878931104,2.7350021613551,9.65002088647658,1.2885271051981602,9.735666,9.074927,8.911141,8.021406,True,2.3244243,NOT_AVAILABLE,0,!,Gaia DR3 2854107442952835584,2.8541074429528356e+18,0.9722432526394124,27.98055815080509,,,,,9.535964,8.899478,8.019219,False,,NOT_AVAILABLE,0.0,:,False,False,0.5478391343975687,0.8897349999999999,0.8802590000000006,9.132176082686364,,
19,02453-0529,A   453,AB,2022.0299,y,0.9491,0.0108,97.32,0.65,0.4,0.0,:,1,1,,,$,$,10.07,10.44,6.0,-14.0,6.0,-14.0,,.,15.231546211727816,15.231546211727816,41.31540178923947,-5.483034444442883,41.31566448140661,-5.483068034837192,Gaia DR3 5184813463792654336,5184813463792654336,41.31542075790551,-5.483057892346223,6.569036510133169,8.81114361023024,-14.230577910226335,16.73755,9.781882,9.62896,8.824208,False,1.6823893,NOT_AVAILABLE,0,!,Gaia DR3 5184813468087426048,5.184813468087426e+18,41.31566200074067,-5.4830667386833785,,,,,10.363702,9.6382885,8.828899,False,,NOT_AVAILABLE,0.0,.,False,False,0.8650868869308566,0.8047519999999988,0.8093895,,,
20,05043-0602,A   481AB,AB,2022.085,y,0.4234,0.0096,280.35,0.99,1.3,0.0665,q,3,1,Gaia DR3 3211296783218366336,,.,$,7.07,8.96,-1.0,6.0,-1.0,6.0,O,.,6.082762530298219,6.082762530298219,76.07499553081726,-6.031278888889283,76.07487918941264,-6.031257758776678,Gaia DR3 3211296783218366336,3211296783218366336,76.07498982702388,-6.031262044975325,4.48661766633514,0.3219597616277461,7.046291812838056,7.0536437,7.1463275,6.8965793,6.893605,True,8.111663,VARIABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,0.0029742999999999853,,6.947392893330509,,
22,07378-0236,"A   534AB,C","AB,C",2022.1261,y,1.4322,0.0104,305.18,0.41,3.0,0.0542,:,2,1,Gaia DR3 3060924751210213888,,.,$,7.94,10.61,-10.0,-30.0,-8.0,-27.0,L,.,31.6227766016838,28.16025568065745,114.45387217652237,-2.59718888888604,114.453555572786,-2.5969463450124675,Gaia DR3 3060924751210213888,3060924751210213888,114.45391414013292,-2.597185285247826,6.123354570699693,-15.261586739547374,-28.04180366616712,31.925833,7.8735304,7.978504,7.5735703,False,2.2030973,NOT_AVAILABLE,0,!,Gaia DR3 3060924755505142784,3.060924755505143e+18,114.45358504887156,-2.5969604959014334,,,,,10.398122,10.166979,9.652613,False,,NOT_AVAILABLE,0.0,.,True,False,1.4337265997060273,0.40493369999999995,0.514365999999999,,,
23,10370-0850,A   556AB,AB,2021.3019,y,0.916,0.0144,215.67,1.28,2.9,0.0029,,2,1,Gaia DR3 3762120497774235648,,.,$,7.1,9.8,-94.0,-49.0,-101.0,-74.0,NO,.,106.00471687618432,125.2078272313676,159.24966053313975,-8.840106666426406,159.2494788933487,-8.840424485326151,Gaia DR3 3762120497774235648,3762120497774235648,159.24967013188297,-8.840127969018234,26.30359524506685,-71.47960430911967,-59.26575400754798,92.853455,6.9872932,7.1957855,6.3890243,False,16.19218,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,0.8067612000000004,,,,
24,20519+0544,A   613,AB,2021.845,y,0.6235,0.0012,314.69,0.03,0.4,0.05,q,6,2,,,$,$,9.1,9.03,75.0,-4.0,75.0,-4.0,O,.,75.1065909225016,75.1065909225016,312.9773766806416,5.741509999902788,312.9772529320996,5.741631802456263,Gaia DR3 1735730806984435712,1735730806984435712,312.9772661114348,5.7416501342565205,10.116200126764802,74.12715463508584,-7.785155930739554,74.53485,8.884766,8.419861,7.7638984,True,2.7645183,NOT_AVAILABLE,0,!,Gaia DR3 1735730802690292608,1.7357308026902927e+18,312.97738747421926,5.741511933736204,10.45107196650488,77.07510085896214,1.3853502040824597,77.08755,8.910222,8.425727,7.7631774,True,2.209866,NOT_AVAILABLE,0.0,.,False,False,0.6606848120447172,0.6559625999999987,0.6625496000000002,8.921359932880776,8.776938906657314,0.14442102622346198
25,22520+5743,A   632,AB,2021.7838,y,0.3449,0.0204,94.61,4.36,0.6,0.1633,,9,3,,,$,$,8.59,9.32,-93.0,-220.0,-93.0,-220.0,NO,!,238.8493248891443,238.8493248891443,343.0015178058284,57.71585555321099,343.00169660187004,57.71584785291528,Gaia DR3 2007176176083408640,2007176176083408640,343.0015794070008,57.71590807637597,,,,,8.176756,8.25215,6.9931273,True,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,False,False,,1.2590227,,8.14069259770293,,
26,22520+5743,A   632,AB,2021.9503,y,0.3594,0.0165,92.67,1.28,0.7,0.0829,q,3,1,,,$,$,8.59,9.32,-93.0,-220.0,-93.0,-220.0,NO,!,238.8493248891443,238.8493248891443,343.0015178058284,57.71585555321099,343.0017045203944,57.71585090249484,Gaia DR3 2007176176083408640,2007176176083408640,343.0015794070008,57.71590807637597,,,,,8.176756,8.25215,6.9931273,True,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,False,False,,1.2590227,,8.14069259770293,,
27,00205+4531,A   647,AB,2021.9505,y,0.7279,0.0008,90.61,0.06,2.2,0.0,q,1,1,,,$,$,7.17,9.56,64.0,-18.0,64.0,-18.0,O,.,66.48308055437865,66.48308055437865,5.137905885964554,45.50886444372697,5.138194389916702,45.50886229073966,Gaia DR3 391885121171018624,391885121171018624,5.137905226294756,45.50885040188,9.963754783444193,64.50407461238817,-13.214275488767512,65.8437,7.007338,7.1466236,6.4284368,True,5.2711906,NOT_AVAILABLE,0,!,Gaia DR3 391885121168953600,3.918851211689536e+17,5.13816378719817,45.508881673281344,,,,,9.0230255,,,False,,NOT_AVAILABLE,0.0,.,False,False,0.6619601076122575,0.7181867999999998,,7.052874769694356,,
28,00298+6904,A   649,AB,2021.9505,y,0.4284,0.0025,138.77,0.33,0.3,0.0,:,1,1,Gaia DR3 529716187982962560,Gaia DR3 529716187981171840,.,.,9.6,9.58,-4.0,-11.0,-4.0,-11.0,,.,11.704699910719626,11.704699910719626,7.455741889760174,69.074784444438,7.455961492282653,69.0746949479775,Gaia DR3 529716187982962560,529716187982962560,7.455674259953353,69.07480005941446,1.1911792500459075,-10.801498282726572,-10.006847964252556,14.724448,9.388861,8.914264,8.5745125,True,7.9368954,NOT_AVAILABLE,0,!,Gaia DR3 529716187981171840,5.2971618798117184e+17,7.455489876998794,69.07489023467748,,,,,9.414448,8.9161415,8.576322,True,,NOT_AVAILABLE,0.0,.,True,True,0.4019777986192606,0.33975149999999843,0.33981950000000083,8.988343327008195,8.79536755303392,0.19297577397427546
29,00434+4726,A   651,AB,2021.9332,y,0.9426,0.0057,137.42,0.36,1.3,0.1414,:,9,3,Gaia DR3 390034814901709440,Gaia DR3 390034814898746112,.,.,9.67,10.2,94.0,-19.0,94.0,-19.0,O,.,95.90099061010788,95.90099061010788,10.845534332481266,47.43847110945378,10.845796254917593,47.438278312548825,Gaia DR3 390034814901709440,390034814901709440,10.845568558614714,47.438418652145536,11.871587601487224,93.83428061641196,-23.61360750157609,96.75988,9.280812,9.348605,8.439949,True,1.6226265,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,0.9086559999999988,,9.31171359729708,,
30,06319-0938,A   670,AB,2022.107,y,0.5396,0.0147,177.21,0.85,1.4,0.0722,:,3,1,Gaia DR3 3002971043795474176,,.,$,8.6,9.1,15.0,-38.0,15.0,-38.0,NO,!,40.85339643163099,40.85339643163099,97.98052595421208,-9.636779999990797,97.98053335457772,-9.636929711208516,Gaia DR3 3002971043795474176,3002971043795474176,97.98051501956982,-9.636759457980409,,,,,8.363347,8.171894,7.5140367,True,,NOT_AVAILABLE,0,.,,,,,,,,,,,,,,,,$,True,False,,0.6578572999999999,,7.965246948025211,,
31,07309+3034,A   673AB,AB,2022.1669,y,0.3229,0.0013,345.94,0.23,0.6,0.0,:,1,1,Gaia DR3 891766056829306368,Gaia DR3 891766056828534400,.,.,9.24,9.58,-6.0,-15.0,-6.0,-15.0,N,!,16.15549442140351,16.15549442140351,112.72871902732756,30.57387777777513,112.7286937185101,30.5739647851379,Gaia DR3 891766056829306368,891766056829306368,112.72872923319122,30.57390311866184,,,,,9.122552,8.628724,8.479719,False,,VARIABLE,0,!,Gaia DR3 891766056828534400,8.917660568285344e+17,112.72869879163214,30.573987453911585,,,,,9.431487,8.629623,8.484284,False,,NOT_AVAILABLE,0.0,.,True,True,0.3179304611042199,0.14900500000000072,0.14533899999999988,,,
32,07446+3107,A   674,AB,2022.1096,y,1.0486,0.0024,122.8,0.13,2.0,0.0,:,1,1,Gaia DR3 880048041725384064,Gaia DR3 880048046016255104,.,.,8.21,9.77,-3.0,-12.0,-3.0,-12.0,,.,12.36931687685298,12.36931687685298,116.15877609292784,31.113863333333224,116.15906207130828,31.1137055454538,Gaia DR3 880048041725384064,880048041725384064,116.15881945763525,31.113878586145063,4.464786698440155,2.5348033982662628,-10.501013344704372,10.802616,8.10382,8.061136,7.7266607,False,1.0964968,NOT_AVAILABLE,0,!,Gaia DR3 880048046016255104,8.800480460162551e+17,116.159106870334,31.113710881388275,,,,,9.868108,,,False,,NOT_AVAILABLE,0.0,.,True,True,1.0720114622024997,0.33447529999999936,,,,
33,20210+4437,A   725,AB,2021.8026,y,0.9008,0.0,28.13,0.01,0.8,0.05,q,6,2,Gaia DR3 2081388160068434048,Gaia DR3 2081388160059813120,.,.,9.46,10.23,-145.0,49.0,-145.0,49.0,NO,!,153.05554547287727,153.05554547287727,305.24026144925085,44.60846777419934,305.24042715660306,44.60868844008385,Gaia DR3 2081388160068434048,2081388160068434048,305.2396351273653,44.60851530214184,22.09357935534856,-159.15513777297386,42.66859268680375,164.7755,9.091926,9.086042,8.039889,True,1.5868254,NOT_AVAILABLE,0,!,Gaia DR3 2081388160059813120,2.081388160059813e+18,305.2397682091485,44.60871993433563,22.224221495099435,-143.04073860015745,52.32652498244693,152.31125,9.765092,9.099851,8.049712,False,4.295537,NOT_AVAILABLE,0.0,.,True,True,0.81180352908237,1.0461530000000003,1.0501389999999997,9.21956551384448,,
34,20335+4703,A   738AB,AB,2021.7152,y,2.5169,0.0,247.52,0.0,2.8,0.0,,1,1,Gaia DR3 2071586112684243328,Gaia DR3 2071586116976482688,.,.,9.26,11.04,0.0,-7.0,0.0,-7.0,,!,7.0,7.0,308.3782083333333,47.04941333333381,308.37726022423465,47.04914600603684,Gaia DR3 2071586112684243328,2071586112684243328,308.3782130758028,47.04944520964152,0.4463884848421825,-3.131213200033402,-4.550622263471556,5.5238266,9.200891,9.291254,8.96897,True,1.1213409,NOT_AVAILABLE,0,!,Gaia DR3 2071586116976482688,2.0715861169764828e+18,308.37725077209745,47.04920243106793,0.4416117968399066,-3.547797734688056,-4.550348220269267,5.7699685,10.931344,,,False,1.318526,NOT_AVAILABLE,0.0,!,True,True,2.5170725650601096,0.3222839999999998,,9.25824027750334,,
36,21056+6030,A   758AB,AB,2021.7808,y,0.4258,0.0161,132.44,4.37,1.0,0.4546,:,9,3,Gaia DR3 2192468383843943168,,.,$,9.89,10.76,6.0,4.0,6.0,4.0,O,!,7.211102550927978,7.211102550927978,316.393679141656,60.49265666665543,316.39385636116094,60.492576850592606,Gaia DR3 2192468383843943168,2192468383843943168,316.39369962778306,60.49268426752346,,,,,9.710345,9.50078,9.122826,True,,NOT_AVAILABLE,0,.,Gaia DR3 2192468276467448192,2.1924682764674483e+18,316.39295405154115,60.49029357895873,1.9606093028301648,5.041644852068563,7.968330241933376,9.429341,13.256868,13.851517,12.501623,True,1.0217392,NOT_AVAILABLE,0.0,.,True,False,8.707427298920845,0.3779540000000008,1.349893999999999,9.479211664404788,13.607225598007986,4.128013933603198
37,21056+6030,"A   758AB,C","AB,C",2021.7453,y,8.6053,0.1208,189.84,1.65,5.8,1.52,:,3,1,Gaia DR3 2192468383843943168,Gaia DR3 2192468276467448192,.,.,9.45,14.0,5.0,5.0,5.0,5.0,,!,7.071067811865476,7.071067811865476,316.3936701180528,60.49266111110317,316.3928407797561,60.4903059124284,Gaia DR3 2192468383843943168,2192468383843943168,316.39369962778306,60.49268426752346,,,,,9.710345,9.50078,9.122826,True,,NOT_AVAILABLE,0,.,Gaia DR3 2192468276467448192,2.1924682764674483e+18,316.39295405154115,60.49029357895873,1.9606093028301648,5.041644852068563,7.968330241933376,9.429341,13.256868,13.851517,12.501623,True,1.0217392,NOT_AVAILABLE,0.0,.,True,True,8.707427298920845,0.3779540000000008,1.349893999999999,9.479211664404788,13.607225598007986,4.128013933603198
38,23576+4804,A   799,AB,2021.6938,y,2.082,0.0009,191.19,0.03,0.3,0.0,*,1,1,Gaia DR3 1939557100018296192,Gaia DR3 1939557100018356608,.,.,9.15,9.32,33.0,4.0,33.0,2.0,V,.,33.24154027718932,33.06055050963308,359.3883028253079,48.07096222201295,359.38813486373846,48.07038599433994,Gaia DR3 1939557100018296192,1939557100018296192,359.3882974641212,48.07095066746223,4.099254269381223,32.25968055100295,4.6270773329513535,32.58983,9.058697,9.034557,8.589623,True,0.99796325,NOT_AVAILABLE,0,!,Gaia DR3 1939557100018356608,1.9395571000183567e+18,359.3881300739844,48.0703863014451,4.096870852578048,32.29062956211727,2.219067534657717,32.366787,9.271826,9.362533,8.762303,True,1.0574766,VARIABLE,0.0,.,True,True,2.0712359945383043,0.44493399999999994,0.6002300000000016,9.11836354956931,9.343611785742532,0.22524823617322198
39,03261+1229,A   829,AB,2021.8607,y,0.4976,0.0049,35.17,1.06,1.9,0.0707,:,2,1,Gaia DR3 16823936654644480,Gaia DR3 16823940949244160,.,.,8.82,10.38,-72.0,-23.0,-72.0,-23.0,NO,!,75.58438992278762,75.58438992278762,51.53638058700969,12.481758888692667,51.53646213084123,12.481871877966784,Gaia DR3 16823936654644480,16823936654644480,51.5362346056022,12.481698078775588,,,,,8.39341,8.6150055,7.847891,False,,NOT_AVAILABLE,0,!,Gaia DR3 16823940949244160,1.682394094924416e+16,51.53618984138048,12.481640763835024,15.050611864426388,-66.99383370788232,-32.22987233200099,74.34338,8.535183,8.619586,7.840054,False,7.5198765,NOT_AVAILABLE,0.0,.,True,True,0.2594807682770051,0.7671145000000008,0.7795319999999997,,,
40,03261+1229,A   829,AB,2022.0846,y,0.4879,0.0066,33.98,1.16,2.0,0.0499,q,3,1,Gaia DR3 16823936654644480,Gaia DR3 16823940949244160,.,.,8.82,10.38,-72.0,-23.0,-72.0,-23.0,NO,!,75.58438992278762,75.58438992278762,51.53638058700969,12.481758888692667,51.53645816750577,12.481871272749,Gaia DR3 16823936654644480,16823936654644480,51.5362346056022,12.481698078775588,,,,,8.39341,8.6150055,7.847891,False,,NOT_AVAILABLE,0,!,Gaia DR3 16823940949244160,1.682394094924416e+16,51.53618984138048,12.481640763835024,15.050611864426388,-66.99383370788232,-32.22987233200099,74.34338,8.535183,8.619586,7.840054,False,7.5198765,NOT_AVAILABLE,0.0,.,True,True,0.2594807682770051,0.7671145000000008,0.7795319999999997,,,
41,05100+7541,A   841BC,BC,2022.1176,y,0.7877,0.0271,246.28,2.77,0.8,0.25,:,2,2,Gaia DR3 503713901913847808,Gaia DR3 503713906209481600,.,.,10.1,10.9,8.0,-52.0,8.0,-52.0,,!,52.61178575186362,52.61178575186362,77.48939389591324,75.69449111107144,77.48858317205311,75.69440309136087,Gaia DR3 503713901913847808,503713901913847808,77.48980864640372,75.69443922097611,5.395469608724502,12.073215637700365,-49.09628078893775,50.55895,9.97514,9.701005,9.041832,True,1.4246852,NOT_AVAILABLE,0,!,Gaia DR3 503713906209481600,5.037139062094816e+17,77.48907136596233,75.69432527507719,5.211588574147704,10.202147368481112,-46.74303259949729,47.84344,10.407293,9.699286,9.039413,False,2.5043569,NOT_AVAILABLE,0.0,.,True,True,0.7735590166255852,0.6591730000000009,0.659873000000001,9.980088525761651,,
